Date,Ticker,Company,Sector,Open,High,Low,Close,Adj Close,Volume
2021-11-15,NVDA,NVIDIA,Technology,30.552000045776367,30.643999099731445,29.246999740600582,30.024999618530277,29.926782608032227,384909000
2021-11-16,NVDA,NVIDIA,Technology,29.75900077819824,30.38999938964844,29.70599937438965,30.202999114990234,30.10420036315918,264484000
2021-11-17,NVDA,NVIDIA,Technology,30.417999267578125,30.50900077819824,28.799999237060547,29.26099967956543,29.16527938842773,428508000
2021-11-18,NVDA,NVIDIA,Technology,32.367000579833984,32.7599983215332,31.32099914550781,31.674999237060547,31.571386337280277,781711000
2021-11-19,NVDA,NVIDIA,Technology,32.24300003051758,33.0880012512207,31.905000686645508,32.98500061035156,32.8770866394043,533867000
2021-11-22,NVDA,NVIDIA,Technology,33.516998291015625,34.64699935913086,31.899999618530277,31.95599937438965,31.85146713256836,754335000
2021-11-23,NVDA,NVIDIA,Technology,31.53499984741211,32.36000061035156,30.8799991607666,31.746000289916992,31.642152786254883,532163000
2021-11-24,NVDA,NVIDIA,Technology,31.461000442504883,32.85499954223633,30.92799949645996,32.67399978637695,32.567115783691406,435162000
2021-11-26,NVDA,NVIDIA,Technology,32.599998474121094,32.709999084472656,31.350000381469727,31.50300025939941,31.39994430541992,283069000
2021-11-29,NVDA,NVIDIA,Technology,32.36600112915039,33.4119987487793,32.0359992980957,33.375999450683594,33.266822814941406,454964000
2021-11-30,NVDA,NVIDIA,Technology,33.16899871826172,33.35300064086914,31.86400032043457,32.67599868774414,32.569095611572266,622066000
2021-12-01,NVDA,NVIDIA,Technology,33.21900177001953,33.28900146484375,31.3799991607666,31.434999465942383,31.336000442504883,484368000
2021-12-02,NVDA,NVIDIA,Technology,31.214000701904297,32.47800064086914,31.024999618530277,32.125999450683594,32.02482986450195,472890000
2021-12-03,NVDA,NVIDIA,Technology,32.0,32.12900161743164,30.1299991607666,30.69300079345703,30.596342086791992,544325000
2021-12-06,NVDA,NVIDIA,Technology,29.8799991607666,30.24099922180176,28.038000106811523,30.03700065612793,29.94241142272949,658938000
2021-12-07,NVDA,NVIDIA,Technology,30.957000732421875,32.44900131225586,30.650999069213867,32.426998138427734,32.32488250732422,593053000
2021-12-08,NVDA,NVIDIA,Technology,31.999000549316406,32.290000915527344,31.42099952697754,31.826000213623047,31.72577476501465,475551000
2021-12-09,NVDA,NVIDIA,Technology,31.733999252319336,32.20500183105469,30.42799949645996,30.489999771118164,30.39398193359375,488507000
2021-12-10,NVDA,NVIDIA,Technology,31.149999618530277,31.30500030517578,29.86100006103516,30.197999954223636,30.102901458740234,488825000
2021-12-13,NVDA,NVIDIA,Technology,30.249000549316406,30.29400062561035,28.11599922180176,28.160999298095703,28.07231330871582,598344000
2021-12-14,NVDA,NVIDIA,Technology,27.698999404907227,28.67799949645996,27.25,28.33699989318848,28.24776268005371,667035000
2021-12-15,NVDA,NVIDIA,Technology,28.399999618530277,30.5,27.83799934387207,30.458999633789062,30.363075256347656,698297000
2021-12-16,NVDA,NVIDIA,Technology,31.152000427246094,31.15999984741211,28.093000411987305,28.386999130249023,28.2976016998291,707366000
2021-12-17,NVDA,NVIDIA,Technology,27.98500061035156,28.92200088500977,27.76000022888184,27.801000595092773,27.71344757080078,713758000
2021-12-20,NVDA,NVIDIA,Technology,27.30500030517578,28.143999099731445,27.145000457763672,27.7189998626709,27.63170623779297,461847000
2021-12-21,NVDA,NVIDIA,Technology,28.374000549316406,29.1200008392334,27.400999069213867,29.075000762939453,28.98343849182129,524385000
2021-12-22,NVDA,NVIDIA,Technology,28.891000747680664,29.55500030517578,28.448999404907227,29.399999618530277,29.30741500854492,395184000
2021-12-23,NVDA,NVIDIA,Technology,29.7549991607666,30.05900001525879,29.43099975585937,29.63999938964844,29.54665946960449,343022000
2021-12-27,NVDA,NVIDIA,Technology,29.65999984741211,31.08699989318848,29.63999938964844,30.94499969482422,30.847543716430664,403686000
2021-12-28,NVDA,NVIDIA,Technology,31.312000274658203,31.32999992370605,30.011999130249023,30.32200050354004,30.22650718688965,420591000
2021-12-29,NVDA,NVIDIA,Technology,30.27300071716309,30.54800033569336,29.36599922180176,30.000999450683597,29.90652084350586,343139000
2021-12-30,NVDA,NVIDIA,Technology,29.82699966430664,30.457000732421875,29.540000915527344,29.586000442504883,29.49283218383789,308864000
2021-12-31,NVDA,NVIDIA,Technology,29.673999786376957,30.030000686645508,29.33099937438965,29.410999298095703,29.31837654113769,266530000
2022-01-03,NVDA,NVIDIA,Technology,29.815000534057617,30.711000442504883,29.78499984741211,30.121000289916992,30.026147842407227,391547000
2022-01-04,NVDA,NVIDIA,Technology,30.277000427246094,30.468000411987305,28.349000930786133,29.290000915527344,29.19776153564453,527154000
2022-01-05,NVDA,NVIDIA,Technology,28.948999404907227,29.416000366210938,27.53300094604492,27.60400009155273,27.517070770263672,498064000
2022-01-06,NVDA,NVIDIA,Technology,27.63999938964844,28.4379997253418,27.065000534057617,28.17799949645996,28.089265823364254,454186000
2022-01-07,NVDA,NVIDIA,Technology,28.141000747680664,28.42200088500977,27.05699920654297,27.246999740600582,27.161191940307617,409939000
2022-01-10,NVDA,NVIDIA,Technology,26.58099937438965,27.4689998626709,25.643999099731445,27.399999618530277,27.31371307373047,594681000
2022-01-11,NVDA,NVIDIA,Technology,27.322999954223636,28.065000534057617,26.839000701904297,27.816999435424805,27.729398727416992,404089000
2022-01-12,NVDA,NVIDIA,Technology,28.066999435424805,28.59499931335449,27.607999801635746,27.999000549316406,27.91082572937012,383413000
2022-01-13,NVDA,NVIDIA,Technology,28.378999710083008,28.479999542236328,26.49799919128418,26.575000762939453,26.49131393432617,540171000
2022-01-14,NVDA,NVIDIA,Technology,26.299999237060547,27.19700050354004,26.209999084472656,26.941999435424805,26.857154846191406,395832000
2022-01-18,NVDA,NVIDIA,Technology,26.26000022888184,26.63800048828125,25.770000457763672,25.902999877929688,25.821428298950195,424270000
