Date,Ticker,Company,Sector,Open,High,Low,Close,Adj Close,Volume,Daily Return,MA_20,MA_50,Volatility_20,Year,Month,Month Name,Quarter
2021-03-04,AAPL,Apple,Technology,121.75,123.5999984741211,118.62000274658205,120.12999725341795,116.89838409423828,178155000,-0.015811968831475842,126.06132736206055,,0.01941428234390727,2021,3,March,1
2021-03-05,AAPL,Apple,Technology,120.9800033569336,121.94000244140624,117.56999969482422,121.41999816894533,118.15367889404295,153766600,0.010738341761787895,125.29428062438964,,0.018419804288605277,2021,3,March,1
2021-03-08,AAPL,Apple,Technology,120.93000030517578,121.0,116.20999908447266,116.36000061035156,113.22977447509766,154376600,-0.0416737292061885,124.30171966552734,,0.02005520997259313,2021,3,March,1
2021-03-09,AAPL,Apple,Technology,119.02999877929688,122.05999755859376,118.79000091552734,121.08999633789062,117.8325424194336,129525800,0.040649802277476166,123.53199653625488,,0.022753058462313864,2021,3,March,1
2021-03-10,AAPL,Apple,Technology,121.69000244140624,122.16999816894533,119.4499969482422,119.9800033569336,116.75244140625,111943300,-0.009166406758320589,122.7520595550537,,0.02276462036869588,2021,3,March,1
2021-03-11,AAPL,Apple,Technology,122.54000091552734,123.20999908447266,121.26000213623048,121.95999908447266,118.6791534423828,103026500,0.016502541727831055,122.09862403869629,,0.02331558348219312,2021,3,March,1
2021-03-12,AAPL,Apple,Technology,120.4000015258789,121.16999816894533,119.16000366210938,121.02999877929688,117.77416229248048,88105100,-0.007625527513908992,121.4125877380371,,0.023311420144774365,2021,3,March,1
2021-03-15,AAPL,Apple,Technology,121.41000366210938,124.0,120.41999816894533,123.98999786376952,120.65454864501952,92403800,0.024456861305333533,120.85889625549316,,0.02420518376271851,2021,3,March,1
2021-03-16,AAPL,Apple,Technology,125.6999969482422,127.22000122070312,124.72000122070312,125.56999969482422,122.19203186035156,115227900,0.012742853316334735,120.48814430236817,126.28337982177734,0.02431177290523905,2021,3,March,1
2021-03-17,AAPL,Apple,Technology,124.0500030517578,125.86000061035156,122.33999633789062,124.76000213623048,121.40383911132812,111932600,-0.006450443101921999,120.19232368469238,126.19664001464844,0.02407642480020488,2021,3,March,1
2021-03-18,AAPL,Apple,Technology,122.87999725341795,123.18000030517578,120.31999969482422,120.52999877929688,117.2876205444336,121229700,-0.03390517628622869,119.74567108154297,125.99648254394532,0.025079449915073937,2021,3,March,1
2021-03-19,AAPL,Apple,Technology,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376952,116.7621612548828,185549500,-0.004480091650863827,119.26496086120605,125.8715153503418,0.025056830202359073,2021,3,March,1
2021-03-22,AAPL,Apple,Technology,120.33000183105467,123.87000274658205,120.26000213623048,123.38999938964844,120.0706787109375,111912300,0.028335527712890274,119.13797073364258,125.72876846313477,0.02523529157449378,2021,3,March,1
2021-03-23,AAPL,Apple,Technology,123.33000183105467,124.23999786376952,122.13999938964844,122.54000091552734,119.24354553222656,95467100,-0.006888719107703278,118.97643547058105,125.54751968383789,0.025272744573999483,2021,3,March,1
2021-03-24,AAPL,Apple,Technology,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,116.8594741821289,88530500,-0.019993294726827315,118.72051086425782,125.37824844360351,0.025621910010203766,2021,3,March,1
2021-03-25,AAPL,Apple,Technology,119.54000091552734,121.66000366210938,119.0,120.58999633789062,117.34602355957033,98844700,0.004163542415766219,118.70104942321777,125.22220565795898,0.02443837085715116,2021,3,March,1
2021-03-26,AAPL,Apple,Technology,120.3499984741211,121.4800033569336,118.91999816894533,121.20999908447266,117.94932556152344,94071200,0.005141222375096843,118.69861640930176,125.03761428833008,0.02446027650531518,2021,3,March,1
2021-03-29,AAPL,Apple,Technology,121.6500015258789,122.58000183105467,120.7300033569336,121.38999938964844,118.12447357177734,80819200,0.0014849428720349334,118.3872241973877,124.89500289916992,0.020976631067270293,2021,3,March,1
2021-03-30,AAPL,Apple,Technology,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,116.67457580566406,85671900,-0.012274321504021413,118.13324546813965,124.75779037475586,0.02066192321069083,2021,3,March,1
2021-03-31,AAPL,Apple,Technology,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,118.8640365600586,118323800,0.018765534301503184,118.1376235961914,124.65095779418945,0.0204404860045297,2021,3,March,1
2021-04-01,AAPL,Apple,Technology,123.66000366210938,124.18000030517578,122.48999786376952,123.0,119.6911849975586,75089100,0.006958777957049023,118.27726364135742,124.47904998779296,0.02013142132021859,2021,4,April,2
2021-04-05,AAPL,Apple,Technology,123.87000274658205,126.16000366210938,123.06999969482422,125.9000015258789,122.51316833496094,88651200,0.0235772027610881,118.49523811340332,124.26952728271485,0.02064391714684432,2021,4,April,2
2021-04-06,AAPL,Apple,Technology,126.5,127.12999725341795,125.6500015258789,126.20999908447266,122.81484985351562,80171300,0.0024624415697900304,118.97449188232422,124.02328521728515,0.01790509620232661,2021,4,April,2
2021-04-07,AAPL,Apple,Technology,125.83000183105467,127.91999816894533,125.13999938964844,127.9000015258789,124.45935821533205,83466700,0.013390142672305982,119.30583267211914,123.73511642456054,0.015912953374291838,2021,4,April,2
2021-04-08,AAPL,Apple,Technology,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,126.85317993164062,88844600,0.019233762335227,119.81086959838868,123.49016006469726,0.016049862364887528,2021,4,April,2
2021-04-09,AAPL,Apple,Technology,129.8000030517578,133.0399932861328,129.47000122070312,133.0,129.42214965820312,106686700,0.020251520127023026,120.34801940917968,123.31795944213867,0.016221104797403976,2021,4,April,2
2021-04-12,AAPL,Apple,Technology,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,127.70952606201172,91420000,-0.0132328477058552,120.84478759765625,123.20808807373047,0.01648739175472164,2021,4,April,2
2021-04-13,AAPL,Apple,Technology,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,130.81370544433594,91266500,0.024306560975074998,121.35274543762208,123.25999145507812,0.016477697797054627,2021,4,April,2
2021-04-14,AAPL,Apple,Technology,134.94000244140625,135.0,131.66000366210938,132.02999877929688,128.47824096679688,87222800,-0.017853362303331788,121.66705589294433,123.2228207397461,0.017051135029920856,2021,4,April,2
2021-04-15,AAPL,Apple,Technology,133.82000732421875,135.0,133.63999938964844,134.5,130.8817901611328,89347100,0.018707830806596215,122.14095344543458,123.21720428466797,0.017271043070980194,2021,4,April,2
2021-04-16,AAPL,Apple,Technology,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,130.55099487304688,84922400,-0.0025274355407172155,122.80412216186524,123.22537567138671,0.014920610386295202,2021,4,April,2
2021-04-19,AAPL,Apple,Technology,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,131.21267700195312,94264200,0.005068380593726607,123.52664794921876,123.17973693847657,0.01473689045498261,2021,4,April,2
2021-04-20,AAPL,Apple,Technology,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,129.52920532226562,94812300,-0.012830099333027367,123.99957427978515,123.108701171875,0.014315084719736991,2021,4,April,2
2021-04-21,AAPL,Apple,Technology,132.36000061035156,133.75,131.3000030517578,133.5,129.90869140625,68847100,0.0029297337464568862,124.53283157348633,123.04233489990234,0.014092407124714414,2021,4,April,2
2021-04-22,AAPL,Apple,Technology,133.0399932861328,134.14999389648438,131.41000366210938,131.94000244140625,128.39068603515625,84566500,-0.011685171751493084,125.1093921661377,122.963125,0.013443440260400053,2021,4,April,2
2021-04-23,AAPL,Apple,Technology,132.16000366210938,135.1199951171875,132.16000366210938,134.32000732421875,130.70663452148438,78657500,0.018038290454293282,125.7774227142334,122.94230041503906,0.013762963724236231,2021,4,April,2
2021-04-26,AAPL,Apple,Technology,134.8300018310547,135.05999755859375,133.55999755859375,134.72000122070312,131.09591674804688,66905100,0.0029782897248304963,126.43475227355957,122.93432098388672,0.01377438857511832,2021,4,April,2
2021-04-27,AAPL,Apple,Technology,135.00999450683594,135.41000366210938,134.11000061035156,134.38999938964844,130.77481079101562,66015800,-0.002449397090287575,127.06726913452148,122.91524963378906,0.013860878213305226,2021,4,April,2
2021-04-28,AAPL,Apple,Technology,134.30999755859375,135.02000427246094,133.0800018310547,133.5800018310547,129.986572265625,107760100,-0.0060274491748282255,127.73286895751953,122.92283966064453,0.013512611129473422,2021,4,April,2
2021-04-29,AAPL,Apple,Technology,136.47000122070312,137.07000732421875,132.4499969482422,133.47999572753906,129.8892822265625,151101000,-0.000748462224726465,128.28413124084472,122.9742202758789,0.013205608798017313,2021,4,April,2
2021-04-30,AAPL,Apple,Technology,131.77999877929688,133.55999755859375,131.07000732421875,131.4600067138672,127.9236068725586,109839500,-0.015133468445650777,128.69575233459472,123.00827896118165,0.013897387709784386,2021,4,April,2
2021-05-03,AAPL,Apple,Technology,132.0399932861328,134.07000732421875,131.8300018310547,132.5399932861328,128.97454833984375,75135100,0.008215383328990633,129.01882133483886,123.06024261474609,0.013128074892901754,2021,5,May,2
2021-05-04,AAPL,Apple,Technology,131.19000244140625,131.49000549316406,126.6999969482422,127.8499984741211,124.41069793701172,137564700,-0.035385666874416466,129.09861373901367,123.09624694824218,0.015644053306400937,2021,5,May,2
2021-05-05,AAPL,Apple,Technology,129.1999969482422,130.4499969482422,127.97000122070312,128.10000610351562,124.6540069580078,84000900,0.001955692115152896,129.10834617614745,123.13984207153321,0.01536471817164819,2021,5,May,2
2021-05-06,AAPL,Apple,Technology,127.88999938964844,129.75,127.12999725341795,129.74000549316406,126.2498779296875,78128300,0.012802404115395127,129.07818107604982,123.22528030395507,0.01500835597461076,2021,5,May,2
2021-05-07,AAPL,Apple,Technology,130.85000610351562,131.25999450683594,129.47999572753906,130.2100067138672,126.92243957519533,78973300,0.005327226105378058,128.9531955718994,123.40902404785156,0.014295699929221951,2021,5,May,2
2021-05-10,AAPL,Apple,Technology,129.41000366210938,129.5399932861328,126.80999755859376,126.8499984741211,123.64727020263672,88071200,-0.02580449433150256,128.75008277893068,123.52200973510742,0.015120184997595239,2021,5,May,2
2021-05-11,AAPL,Apple,Technology,123.5,126.2699966430664,122.7699966430664,125.91000366210938,122.73101806640624,126142800,-0.007410209175899296,128.34594841003417,123.48958374023438,0.013883099865196362,2021,5,May,2
2021-05-12,AAPL,Apple,Technology,123.4000015258789,124.63999938964844,122.25,122.7699966430664,119.67029571533205,112172300,-0.024938458095557614,127.90555114746094,123.44790664672851,0.014361744577995965,2021,5,May,2
2021-05-13,AAPL,Apple,Technology,124.58000183105467,126.1500015258789,124.26000213623048,124.97000122070312,121.81472778320312,105861300,0.01791950170301404,127.45219802856445,123.5086717224121,0.01429868606354646,2021,5,May,2
2021-05-14,AAPL,Apple,Technology,126.25,127.88999938964844,125.8499984741211,127.4499969482422,124.23213958740234,81918000,0.019844987943506753,127.13625526428223,123.65534683227538,0.015222824422685941,2021,5,May,2
2021-05-17,AAPL,Apple,Technology,126.81999969482422,126.93000030517578,125.16999816894533,126.2699966430664,123.08192443847656,74244600,-0.009258595664099922,126.7297176361084,123.75391174316407,0.01519159987148343,2021,5,May,2
2021-05-18,AAPL,Apple,Technology,126.55999755859376,126.98999786376952,124.77999877929688,124.8499984741211,121.6977767944336,63342900,-0.011245742625147548,126.3381462097168,123.92327178955078,0.015142148100797764,2021,5,May,2
2021-05-19,AAPL,Apple,Technology,123.16000366210938,124.91999816894533,122.86000061035156,124.69000244140624,121.54180908203124,92612000,-0.0012815986989295203,125.91980209350587,123.99745712280273,0.015084465497240681,2021,5,May,2
2021-05-20,AAPL,Apple,Technology,125.2300033569336,127.72000122070312,125.0999984741211,127.30999755859376,124.09564971923828,76857100,0.021012034101643096,125.70505027770996,124.1443212890625,0.015869514284375413,2021,5,May,2
2021-05-21,AAPL,Apple,Technology,127.81999969482422,128.0,125.20999908447266,125.43000030517578,122.2631378173828,79295400,-0.014766931040705034,125.28287544250489,124.2160009765625,0.015424230037291495,2021,5,May,2
2021-05-24,AAPL,Apple,Technology,126.01000213623048,127.94000244140624,125.94000244140624,127.0999984741211,123.8909683227539,63092900,0.013314156126129406,124.92262802124023,124.33833709716797,0.015811127617224932,2021,5,May,2
2021-05-25,AAPL,Apple,Technology,127.81999969482422,128.32000732421875,126.31999969482422,126.9000015258789,123.6960220336914,72009500,-0.0015735310789938284,124.56868858337403,124.39916656494141,0.015813079733815277,2021,5,May,2
2021-05-26,AAPL,Apple,Technology,126.95999908447266,127.38999938964844,126.41999816894533,126.8499984741211,123.64727020263672,56575900,-0.0003941261024660303,124.25172348022461,124.42827133178712,0.015800090981040293,2021,5,May,2
2021-05-27,AAPL,Apple,Technology,126.44000244140624,127.63999938964844,125.08000183105467,125.27999877929688,122.11692810058594,94625600,-0.012376675195035158,123.86310577392578,124.44253311157226,0.015950224741021868,2021,5,May,2
2021-05-28,AAPL,Apple,Technology,125.56999969482422,125.8000030517578,124.5500030517578,124.61000061035156,121.4638442993164,71311100,-0.005348020224776651,123.54011764526368,124.52605758666992,0.015705319002859784,2021,5,May,2
2021-06-01,AAPL,Apple,Technology,125.08000183105467,125.3499984741211,123.94000244140624,124.27999877929688,121.14215850830078,67637100,-0.0026484077864595834,123.14849815368652,124.61365753173828,0.01550287772840749,2021,6,June,2
2021-06-02,AAPL,Apple,Technology,124.27999877929688,125.23999786376952,124.0500030517578,125.05999755859376,121.90247344970705,59278900,0.006276220852992065,123.0230869293213,124.65029342651367,0.013607166819003477,2021,6,June,2
2021-06-03,AAPL,Apple,Technology,124.68000030517578,124.8499984741211,123.12999725341795,123.54000091552734,120.42083740234376,76229200,-0.012154273866924914,122.81142845153809,124.67383926391602,0.013813904135489139,2021,6,June,2
2021-06-04,AAPL,Apple,Technology,124.06999969482422,126.16000366210938,123.8499984741211,125.88999938964844,122.71151733398438,75169300,0.019022288675730747,122.63451042175294,124.79088012695313,0.014220090330056992,2021,6,June,2
2021-06-07,AAPL,Apple,Technology,126.16999816894533,126.31999969482422,124.83000183105467,125.9000015258789,122.72126770019533,71057600,7.945762893979413e-05,122.42445182800293,124.89838500976562,0.01413908338884152,2021,6,June,2
2021-06-08,AAPL,Apple,Technology,126.5999984741211,128.4600067138672,126.20999908447266,126.73999786376952,123.5400390625,74403800,0.006671796809538444,122.4190902709961,125.01019927978516,0.013032995563776023,2021,6,June,2
2021-06-09,AAPL,Apple,Technology,127.20999908447266,127.75,126.5199966430664,127.12999725341795,123.9202117919922,56877900,0.0030773240188135542,122.47854995727539,125.12611404418945,0.012928140784587427,2021,6,June,2
2021-06-10,AAPL,Apple,Technology,127.0199966430664,128.19000244140625,125.94000244140624,126.11000061035156,122.92596435546876,71186400,-0.008023287098575471,122.64133338928222,125.25114181518555,0.01166357766309387,2021,6,June,2
2021-06-11,AAPL,Apple,Technology,126.52999877929688,127.44000244140624,126.0999984741211,127.3499984741211,124.13465881347656,53522400,0.009832702670630189,122.7573299407959,125.3565542602539,0.011191648886353297,2021,6,June,2
2021-06-14,AAPL,Apple,Technology,127.81999969482422,130.5399932861328,127.06999969482422,130.47999572753906,127.18560791015624,96906500,0.024577737803782806,122.90500335693359,125.50644271850587,0.01165159804329428,2021,6,June,2
2021-06-15,AAPL,Apple,Technology,129.94000244140625,130.60000610351562,129.38999938964844,129.63999938964844,126.3668212890625,62746300,-0.006437730137454856,123.06924819946289,125.58351577758789,0.011534311000112776,2021,6,June,2
2021-06-16,AAPL,Apple,Technology,130.3699951171875,130.88999938964844,128.4600067138672,130.14999389648438,126.86395263671876,91815000,0.003934033811921811,123.32755699157715,125.66449783325196,0.011152857488187319,2021,6,June,2
2021-06-17,AAPL,Apple,Technology,129.8000030517578,132.5500030517578,129.64999389648438,131.7899932861328,128.4625701904297,96721700,0.012601038517920493,123.67359504699706,125.74456207275391,0.011358830233914865,2021,6,June,2
2021-06-18,AAPL,Apple,Technology,130.7100067138672,131.50999450683594,130.24000549316406,130.4600067138672,127.16615295410156,108953300,-0.010091789650528926,123.82712020874024,125.75082153320312,0.010857176006423577,2021,6,June,2
2021-06-21,AAPL,Apple,Technology,130.3000030517578,132.41000366210938,129.2100067138672,132.3000030517578,128.9596710205078,79663300,0.014103737706475883,124.16194686889648,125.74157196044922,0.010525749142094315,2021,6,June,2
2021-06-22,AAPL,Apple,Technology,132.1300048828125,134.0800018310547,131.6199951171875,133.97999572753906,130.59722900390625,74783600,0.01269821774853952,124.4972599029541,125.79932601928711,0.010493980351268877,2021,6,June,2
2021-06-23,AAPL,Apple,Technology,133.77000427246094,134.32000732421875,133.22999572753906,133.6999969482422,130.32432556152344,60214200,-0.002089657219102592,124.8286750793457,125.78953842163087,0.01050564844072196,2021,6,June,2
2021-06-24,AAPL,Apple,Technology,134.4499969482422,134.63999938964844,132.92999267578125,133.41000366210938,130.04164123535156,68711000,-0.002169083361482138,125.14839363098145,125.82080642700195,0.010540295609826627,2021,6,June,2
2021-06-25,AAPL,Apple,Technology,133.4600067138672,133.88999938964844,132.80999755859375,133.11000061035156,129.74920654296875,70783700,-0.002248777311673278,125.53000755310059,125.79815475463867,0.010014227333147373,2021,6,June,2
2021-06-28,AAPL,Apple,Technology,133.41000366210938,135.25,133.35000610351562,134.77999877929688,131.3770751953125,62111300,0.012546270576264673,126.02566909790039,125.81467636108398,0.010020676052349799,2021,6,June,2
2021-06-29,AAPL,Apple,Technology,134.8000030517578,136.49000549316406,134.35000610351562,136.3300018310547,132.887939453125,64556100,0.011500212313041436,126.6129581451416,125.84818161010742,0.010027680981896077,2021,6,June,2
2021-06-30,AAPL,Apple,Technology,136.1699981689453,137.41000366210938,135.8699951171875,136.9600067138672,133.50204467773438,63261400,0.004621226178512572,127.19293670654297,125.9276383972168,0.010020687891202834,2021,6,June,2
2021-07-01,AAPL,Apple,Technology,136.60000610351562,137.3300018310547,135.75999450683594,137.27000427246094,133.80422973632812,52485800,0.002263523823348157,127.86210632324219,126.00554916381836,0.009239945148262171,2021,7,July,3
2021-07-02,AAPL,Apple,Technology,137.89999389648438,140.0,137.75,139.9600067138672,136.42630004882812,78852600,0.019596318574285787,128.54784545898437,126.1662614440918,0.009285515736310139,2021,7,July,3
2021-07-06,AAPL,Apple,Technology,140.07000732421875,143.14999389648438,140.07000732421875,142.02000427246094,138.4342498779297,108181800,0.01471820190375972,129.3334945678711,126.3208137512207,0.009423938859138848,2021,7,July,3
2021-07-07,AAPL,Apple,Technology,143.5399932861328,144.88999938964844,142.66000366210938,144.57000732421875,140.9198760986328,104911600,0.017955283630278762,130.20248641967774,126.51729293823242,0.009791552719053713,2021,7,July,3
2021-07-08,AAPL,Apple,Technology,141.5800018310547,144.05999755859375,140.6699981689453,143.24000549316406,139.62344360351562,105575500,-0.00919978452301351,130.9876480102539,126.69426559448242,0.010393541830591579,2021,7,July,3
2021-07-09,AAPL,Apple,Technology,142.75,145.64999389648438,142.64999389648438,145.11000061035156,141.44627380371094,99890800,0.013055330488564332,131.913663482666,126.92345962524413,0.00995237919630266,2021,7,July,3
2021-07-12,AAPL,Apple,Technology,146.2100067138672,146.32000732421875,144.0,144.5,140.85162353515625,76299700,-0.004204071641928819,132.74951171875,127.14270645141602,0.010239456615896462,2021,7,July,3
2021-07-13,AAPL,Apple,Technology,144.02999877929688,147.4600067138672,143.6300048828125,145.63999938964844,141.96286010742188,100827100,0.007889412591600475,133.48837432861328,127.42349151611329,0.0093174877084066,2021,7,July,3
2021-07-14,AAPL,Apple,Technology,148.10000610351562,149.57000732421875,147.67999267578125,149.14999389648438,145.38421630859375,127050800,0.02410036116899139,134.43924407958986,127.75168487548828,0.009741796667573188,2021,7,July,3
2021-07-15,AAPL,Apple,Technology,149.24000549316406,150.0,147.08999633789062,148.47999572753906,144.73114013671875,106820300,-0.00449207065565338,135.33260345458984,128.15809371948242,0.010061909284108791,2021,7,July,3
2021-07-16,AAPL,Apple,Technology,148.4600067138672,149.75999450683594,145.8800048828125,146.38999938964844,142.69390869140625,93251400,-0.014075971787329555,136.04417037963867,128.5188917541504,0.010960639663947695,2021,7,July,3
2021-07-19,AAPL,Apple,Technology,143.75,144.07000732421875,141.6699981689453,142.4499969482422,138.85337829589844,121434600,-0.026914466291714345,136.6285316467285,128.7709617614746,0.012711564564593788,2021,7,July,3
